model,prompt_id,prompt,width,height,url
flux_dev,164,"sushi platter on a marble counter, overhead shot",1024,768,https://v3b.fal.media/files/b/0aa63d91/sq-Nb1VSwPEi3SL-mPJsS.jpg
flux_dev,167,"a busy street scene in new york, morning light",1024,768,https://v3b.fal.media/files/b/0aa63d91/IEgXN-QyZKEAQLwZD-XYZ.jpg
flux_dev,170,"group photo of coworkers at a birthday party, everyone smiling",1024,768,https://v3b.fal.media/files/b/0aa63da4/-az8tHXzkNaYvGuGMxAnR.jpg
flux_dev,173,"portrait of a elderly woman in an urban street, natural light",1024,768,https://v3b.fal.media/files/b/0aa63da4/wUD3kKsF4bDDENo4MnS8W.jpg
flux_dev,176,a resort lobby in miami,1024,768,https://v3b.fal.media/files/b/0aa63d91/fZfvj90Mqyjj9uZSqOOKq.jpg
flux_dev,179,a couple taking a selfie at a city street at night,1024,768,https://v3b.fal.media/files/b/0aa63d91/Vnisev-4PeZbYwB2ff75G.jpg
flux_dev,182,"a cozy interior photo, kitchen",1024,768,https://v3b.fal.media/files/b/0aa63d92/cHC1q9aTiLfQiNklbJdyJ.jpg
flux_dev,188,"a busy street scene in chicago, cafes and awnings",1024,768,https://v3b.fal.media/files/b/0aa63d92/HmJj7bIjdbl7qOar2gVjF.jpg
flux_dev,185,"group photo of a sports team at a wedding, everyone smiling",1024,768,https://v3b.fal.media/files/b/0aa63d92/TsGozs3pnhjzyOBkpk3Uw.jpg
flux_dev,191,a scenic mountain range at sunset,1024,768,https://v3b.fal.media/files/b/0aa63da4/MV1NOgv2uX6JxfPHlZUlt.jpg
flux_dev,194,"group photo of a sports team at a restaurant table, smartphone photo style",1024,768,https://v3b.fal.media/files/b/0aa63d92/P688M_RyCMer7nYPLm4Qf.jpg
flux_dev,197,"a rainy street scene in a mexican town, evening lights",1024,768,https://v3b.fal.media/files/b/0aa63da5/GNMxVSN0NnRIr_Wnm1Q33.jpg
flux_dev,200,"group photo of classmates at a birthday party, candid moment",1024,768,https://v3b.fal.media/files/b/0aa63d92/TTDG2Y3B_BIB6cTql-iRy.jpg
flux_dev,203,"a bowl of ramen on a cafe table, natural light",1024,768,https://v3b.fal.media/files/b/0aa63d93/ipVWvkAKQqrB_0Dro2-gZ.jpg
flux_dev,206,a garage workshop with tools on a pegboard,1024,768,https://v3b.fal.media/files/b/0aa63d93/Z8cKx0gI5LDKApt_sCmhA.jpg
flux_dev,209,candid photo of children at a playground,1024,768,https://v3b.fal.media/files/b/0aa63d93/gMixpmuom19myNnggY4GK.jpg
flux_dev,212,"attendees at a street parade, event photography",1024,768,https://v3b.fal.media/files/b/0aa63d93/RiYjCQW-Yn199vRPthDJI.jpg
flux_dev,215,"a quiet street scene in tokyo, cafes and awnings",1024,768,https://v3b.fal.media/files/b/0aa63d93/K6QPemNmAvuv5MfFfjTFY.jpg
flux_dev,218,"sushi platter on a cafe table, natural light",1024,768,https://v3b.fal.media/files/b/0aa63d93/VHIzLFXZ0S7aG0PgZCBb_.jpg
flux_dev,224,"attendees at a wedding reception, event photography",1024,768,https://v3b.fal.media/files/b/0aa63d93/M1ZVp99-bhRNUOComm1TG.jpg
flux_dev,221,"a gourmet pizza on a restaurant table, close up",1024,768,https://v3b.fal.media/files/b/0aa63d93/u6BqiRsf8cYs3s8POuLav.jpg
flux_dev,227,"portrait of a teenage boy in an urban street, warm tones",1024,768,https://v3b.fal.media/files/b/0aa63d93/BHa33M7m0WxqxdqkI0OQr.jpg
flux_dev,230,"a crowd at a sports game, event photography",1024,768,https://v3b.fal.media/files/b/0aa63d94/DeJHNWZBfb9MOffup9o25.jpg
flux_dev,233,a brewery taproom in miami,1024,768,https://v3b.fal.media/files/b/0aa63d94/zIr_PxEgaK1tlMi7AqTQQ.jpg
flux_dev,239,a woman taking a selfie at a city street at night,1024,768,https://v3b.fal.media/files/b/0aa63d94/i6_WlUyuhRRQD647rrltc.jpg
flux_dev,236,a scenic mountain range at golden hour,1024,768,https://v3b.fal.media/files/b/0aa63da6/kCwW3SPWiAA_tNAqCsQpE.jpg
flux_dev,242,candid photo of a toddler at a playground,1024,768,https://v3b.fal.media/files/b/0aa63d94/dvYMoCgXFF6LV7VqsfDzw.jpg
flux_dev,245,a teenager taking a group selfie at the gym,1024,768,https://v3b.fal.media/files/b/0aa63d94/7oVFVOzDbj0yuLAPQDokE.jpg
flux_dev,248,"a sunny street scene in a mexican town, morning light",1024,768,https://v3b.fal.media/files/b/0aa63d94/CWnwAco01z8eLjy-_Q_6a.jpg
flux_dev,254,a man taking a selfie at the gym,1024,768,https://v3b.fal.media/files/b/0aa63d94/YvfI8N6tqxfjivIbp-OL9.jpg
flux_dev,251,a boutique shop in miami,1024,768,https://v3b.fal.media/files/b/0aa63d94/YrX1gPz00JY7NV60bb8Og.jpg
flux_dev,257,"a rainy street scene in tokyo, candid pedestrians",1024,768,https://v3b.fal.media/files/b/0aa63da7/tBUYuJYAmfYJBYavMpShr.jpg
flux_dev,260,candid photo of kids at a playground,1024,768,https://v3b.fal.media/files/b/0aa63d95/5vQcWO7U7UUi6fEMzHEpf.jpg
flux_dev,263,"sushi platter on a cafe table, close up",1024,768,https://v3b.fal.media/files/b/0aa63da8/0NuTFASsdw0HSYBMYEZ66.jpg
flux_dev,269,candid photo of children eating ice cream,1024,768,https://v3b.fal.media/files/b/0aa63d95/NuWDOpGiMUKyuMoHBA9C-.jpg
flux_dev,266,"a busy street scene in a mexican town, morning light",1024,768,https://v3b.fal.media/files/b/0aa63d95/ihLLRj5Q_J59zgmFzmeJN.jpg
flux_dev,272,"a bowl of ramen on a restaurant table, close up",1024,768,https://v3b.fal.media/files/b/0aa63d95/cQOy2be4Trk6ojExCD9IZ.jpg
flux_dev,275,"a busy street scene in paris, evening lights",1024,768,https://v3b.fal.media/files/b/0aa63d96/px3md3DCNTNmhzLLQTA50.jpg
flux_dev,278,"portrait of a smiling woman in a park, looking at camera",1024,768,https://v3b.fal.media/files/b/0aa63d96/-VIMOWYKcVt1kCGflWKCa.jpg
flux_dev,281,"portrait of a elderly woman in an urban street, warm tones",1024,768,https://v3b.fal.media/files/b/0aa63d96/Ndk3QXL48N4AANVZxt0xB.jpg
flux_dev,284,"portrait of a middle-aged man in an office, candid look",1024,768,https://v3b.fal.media/files/b/0aa63d96/bi2tTynxgT0QjOzttrt73.jpg
flux_dev,287,"a steak dinner on a marble counter, natural light",1024,768,https://v3b.fal.media/files/b/0aa63d96/g-8nzn5gw2PegOmQsBVth.jpg
flux_dev,290,a museum hall in bali,1024,768,https://v3b.fal.media/files/b/0aa63d96/Q4FyeURk_YG3AU__gNrhj.jpg
flux_dev,293,"group photo of a sports team on vacation, natural poses",1024,768,https://v3b.fal.media/files/b/0aa63d96/bjkjxuAHGQLEKkPOKzn9g.jpg
flux_dev,296,"a crowd at a conference, event photography",1024,768,https://v3b.fal.media/files/b/0aa63da9/QE4z5pEQU0xTd4T9dD6wg.jpg
flux_dev,299,"a bright interior photo, bedroom",1024,768,https://v3b.fal.media/files/b/0aa63d96/_du8eTPc_zRiIxuHluazN.jpg
sdxl,2,"attendees at a graduation ceremony, event photography",1024,768,https://v3b.fal.media/files/b/0aa63d97/rqRsqvBmeoRhKWaqDc8U_.jpg
sdxl,5,a boutique shop in amsterdam,1024,768,https://v3b.fal.media/files/b/0aa63d98/4QkB1AfY5fYm5JozmVRb8.jpg
sdxl,8,"guests at a wedding reception, event photography",1024,768,https://v3b.fal.media/files/b/0aa63d98/L4qX8IaznEMI1QhIMbT_0.jpg
sdxl,11,a woman taking a selfie at the gym,1024,768,https://v3b.fal.media/files/b/0aa63d98/fLDSNS2fqV7deB3XHYhsa.jpg
sdxl,14,"group photo of friends at a wedding, natural poses",1024,768,https://v3b.fal.media/files/b/0aa63d99/juD9PlEmfZZ99IhdsgR5R.jpg
sdxl,17,a scenic lake shore at sunrise,1024,768,https://v3b.fal.media/files/b/0aa63d9b/q3gxraawBVWH3IhczlFLc.jpg
sdxl,20,"pancakes with syrup on a marble counter, close up",1024,768,https://v3b.fal.media/files/b/0aa63dae/kqDq-MPomXlEFO8HhM4sF.jpg
sdxl,23,"a rainy street scene in barcelona, daytime",1024,768,https://v3b.fal.media/files/b/0aa63d9c/pRVuCXde6ZTPw76AEcLdm.jpg
sdxl,29,"a salad bowl on a wooden table, close up",1024,768,https://v3b.fal.media/files/b/0aa63daf/z4MxBPY9hrazJ0AiNLtud.jpg
sdxl,26,"guests at a graduation ceremony, event photography",1024,768,https://v3b.fal.media/files/b/0aa63d9c/rL9sU5xlhHSlArtsGq6eA.jpg
sdxl,32,"group photo of classmates at a barbecue, candid moment",1024,768,https://v3b.fal.media/files/b/0aa63d9d/OEM0qCWBGhFmtgvl1cUMO.jpg
sdxl,35,a spa in santorini,1024,768,https://v3b.fal.media/files/b/0aa63db0/LELQMZmciVFjQQnGF7C1A.jpg
sdxl,38,"pancakes with syrup on a cafe table, natural light",1024,768,https://v3b.fal.media/files/b/0aa63d9d/zt3hKfBfmxXP5OYVR4kB8.jpg
sdxl,41,a teenager taking a mirror selfie at a theme park,1024,768,https://v3b.fal.media/files/b/0aa63db0/Bq62DAx9ybvHM7aLhwPEI.jpg
sdxl,44,a woman taking a group selfie at a concert,1024,768,https://v3b.fal.media/files/b/0aa63d9e/AYqdvJGauqNko6IurWOrQ.jpg
sdxl,47,"a hospital waiting room, realistic photography",1024,768,https://v3b.fal.media/files/b/0aa63db1/HpSSxveN3h9EyGlpFQTxb.jpg
sdxl,50,a spa in prague,1024,768,https://v3b.fal.media/files/b/0aa63d9f/VneVeqDzTy5TFihINL8to.jpg
sdxl,53,candid photo of a toddler at a birthday party,1024,768,https://v3b.fal.media/files/b/0aa63d9f/jlrexx5g0ywgWBSgFRt40.jpg
sdxl,56,candid photo of kids playing in a yard,1024,768,https://v3b.fal.media/files/b/0aa63db1/-XuB2BHF5s8HjZ1CxgYc-.jpg
sdxl,59,candid photo of a toddler with a puppy,1024,768,https://v3b.fal.media/files/b/0aa63db2/P8DzNHmxYwTHu9sj71QxO.jpg
sdxl,62,a couple taking a mirror selfie at a theme park,1024,768,https://v3b.fal.media/files/b/0aa63db2/se01IyyOD-P20pS4De_5S.jpg
sdxl,65,"a bowl of ramen on a restaurant table, restaurant food photography",1024,768,https://v3b.fal.media/files/b/0aa63db3/ceidGizAVCV9EIy249261.jpg
sdxl,68,a misty forest trail at midday,1024,768,https://v3b.fal.media/files/b/0aa63db3/Ur2a_BjDrGVmvIUwRZoYN.jpg
sdxl,71,"a cozy interior photo, living room",1024,768,https://v3b.fal.media/files/b/0aa63da1/QqdwNwmPVE-5bB0VBGBn1.jpg
sdxl,74,"portrait of a smiling woman in a park, golden hour",1024,768,https://v3b.fal.media/files/b/0aa63db3/7DvCsoNptEr6RO_ThKZg0.jpg
sdxl,77,candid photo of kids with a puppy,1024,768,https://v3b.fal.media/files/b/0aa63da1/F_w6HQqc4xuUTUOtUvQx-.jpg
sdxl,80,a hotel pool in amsterdam,1024,768,https://v3b.fal.media/files/b/0aa63da1/jncMIVbUdU3Y_Yven9xAz.jpg
sdxl,83,"guests at a street parade, event photography",1024,768,https://v3b.fal.media/files/b/0aa63da2/DnGvluq8eTfzy6hvlLa8k.jpg
sdxl,86,"a busy street scene in a mexican town, evening lights",1024,768,https://v3b.fal.media/files/b/0aa63db4/RsokALLojrihAQAAhVuIQ.jpg
sdxl,92,"group photo of a sports team in front of a landmark, daylight",1024,768,https://v3b.fal.media/files/b/0aa63da2/t6XOftKvovN5WsAwE3ax3.jpg
sdxl,89,"a busy street scene in a mexican town, candid pedestrians",1024,768,https://v3b.fal.media/files/b/0aa63db5/B5bByZQeHqx_oaVLS87gX.jpg
sdxl,95,"portrait of a man with a beard in a sunlit cafe, looking at camera",1024,768,https://v3b.fal.media/files/b/0aa63da2/k3BFhAuh_frUfHxFK33ON.jpg
sdxl,98,a brewery taproom in bali,1024,768,https://v3b.fal.media/files/b/0aa63da2/F8x-jVpaWmaQuXx0JvgEJ.jpg
sdxl,101,"a rainy street scene in paris, daytime",1024,768,https://v3b.fal.media/files/b/0aa63da3/ZhuaIXKX4f_eSwPgGWGH9.jpg
sdxl,104,candid photo of a toddler running on a beach,1024,768,https://v3b.fal.media/files/b/0aa63da3/MXeOVyHvGzGnkZkikpwvP.jpg
sdxl,107,"guests at a sports game, event photography",1024,768,https://v3b.fal.media/files/b/0aa63da3/bsxBMcib5WdPaygliBNpi.jpg
sdxl,110,a misty lake shore at sunrise,1024,768,https://v3b.fal.media/files/b/0aa63da3/wH631cbh1SIoAqsFwwD-f.jpg
sdxl,113,"a busy street scene in a european old town, candid pedestrians",1024,768,https://v3b.fal.media/files/b/0aa63da3/UwmRmhlQyAWLLP654vYuP.jpg
sdxl,116,"portrait of a man with a beard in an office, casual clothing",1024,768,https://v3b.fal.media/files/b/0aa63da4/_YzZhQtfUiD3jeYb66xK6.jpg
sdxl,119,a couple taking a mirror selfie at a city street at night,1024,768,https://v3b.fal.media/files/b/0aa63da4/xpXmjs7jTtDn3Aky_E_pF.jpg
sdxl,122,a resort lobby in santorini,1024,768,https://v3b.fal.media/files/b/0aa63da4/KYQ4JqhWxST-DlYMAo6r2.jpg
sdxl,128,"portrait of a woman in her 30s in an office, window light",1024,768,https://v3b.fal.media/files/b/0aa63da4/cDGvr89OSXZXEQJe1WIMu.jpg
sdxl,125,a man taking a group selfie at a concert,1024,768,https://v3b.fal.media/files/b/0aa63da4/IfUS0JOiAo79JskmmIvCU.jpg
sdxl,131,a couple taking a selfie at a festival,1024,768,https://v3b.fal.media/files/b/0aa63db7/INyoZul4gihDRpzFj5_rR.jpg
sdxl,134,a misty forest trail at golden hour,1024,768,https://v3b.fal.media/files/b/0aa63db7/pJGapxwxvpU83n6XNPIYf.jpg
sdxl,140,a scenic coastal cliff at midday,1024,768,https://v3b.fal.media/files/b/0aa63da5/5wxQkQQtfiuMoxSxMp4aQ.jpg
sdxl,137,"a sunny street scene in tokyo, morning light",1024,768,https://v3b.fal.media/files/b/0aa63da5/dto_7_gvsSnOMVn6E6UPF.jpg
sdxl,143,"a gourmet pizza on a wooden table, close up",1024,768,https://v3b.fal.media/files/b/0aa63da5/swC0U_gLT25Z_e2-kGSSQ.jpg
sdxl,146,"people at a food festival, event photography",1024,768,https://v3b.fal.media/files/b/0aa63db8/PiMa2gJJX17Fn33X327yn.jpg
sdxl,149,a man taking a selfie at a festival,1024,768,https://v3b.fal.media/files/b/0aa63da5/zVY6SFnj7MqYlSJH8vWuF.jpg
sdxl,152,"portrait of a middle-aged man in an office, soft bokeh background",1024,768,https://v3b.fal.media/files/b/0aa63da6/E1V68h0VHz5XGfTuqdLKm.jpg
sdxl,155,"group photo of a family at a birthday party, smartphone photo style",1024,768,https://v3b.fal.media/files/b/0aa63da6/Wn-TaMvgpIC1GTxt-_7lz.jpg
sdxl,158,"group photo of friends on a hiking trip, everyone smiling",1024,768,https://v3b.fal.media/files/b/0aa63da6/UwZ_bbYWnRtfvd3cqVFxS.jpg
sdxl,161,"group photo of a family on a hiking trip, smartphone photo style",1024,768,https://v3b.fal.media/files/b/0aa63db8/Uu_u3FgeI2YnqVLmP0Tl6.jpg
sdxl,164,"sushi platter on a marble counter, overhead shot",1024,768,https://v3b.fal.media/files/b/0aa63da6/rmknKEUWnskdYBTMacp0J.jpg
sdxl,167,"a busy street scene in new york, morning light",1024,768,https://v3b.fal.media/files/b/0aa63da6/SuEI8m0S3AnuxIpexFUxx.jpg
sdxl,170,"group photo of coworkers at a birthday party, everyone smiling",1024,768,https://v3b.fal.media/files/b/0aa63db9/gWGN33uPZ5atPA0RQtXaS.jpg
sdxl,173,"portrait of a elderly woman in an urban street, natural light",1024,768,https://v3b.fal.media/files/b/0aa63da6/fsw4t2yna-ycnIaGkDbvr.jpg
sdxl,176,a resort lobby in miami,1024,768,https://v3b.fal.media/files/b/0aa63da6/uHz8eBMYAr3cAZcATR6Mf.jpg
sdxl,179,a couple taking a selfie at a city street at night,1024,768,https://v3b.fal.media/files/b/0aa63da7/4ZTSSAVYBue7Um6wEHY6-.jpg
sdxl,182,"a cozy interior photo, kitchen",1024,768,https://v3b.fal.media/files/b/0aa63db9/__N7Lsr7WRIVpoQTQSU8K.jpg
sdxl,185,"group photo of a sports team at a wedding, everyone smiling",1024,768,https://v3b.fal.media/files/b/0aa63da7/_lvs3RpNikDmVZnx9Zxmb.jpg
sdxl,188,"a busy street scene in chicago, cafes and awnings",1024,768,https://v3b.fal.media/files/b/0aa63da7/_cDasYQ1pEOjZCvF8VbIW.jpg
sdxl,191,a scenic mountain range at sunset,1024,768,https://v3b.fal.media/files/b/0aa63da7/E1FzP4CmPz9DH1iDhrwZp.jpg
sdxl,194,"group photo of a sports team at a restaurant table, smartphone photo style",1024,768,https://v3b.fal.media/files/b/0aa63dba/8-5nlLFPmHKpFfiglE6nM.jpg
sdxl,197,"a rainy street scene in a mexican town, evening lights",1024,768,https://v3b.fal.media/files/b/0aa63dba/UGbpKzHzlFK0rQxnOPm9g.jpg
sdxl,200,"group photo of classmates at a birthday party, candid moment",1024,768,https://v3b.fal.media/files/b/0aa63da8/w-DzOuPss86oB3Y4A2Zjq.jpg
sdxl,203,"a bowl of ramen on a cafe table, natural light",1024,768,https://v3b.fal.media/files/b/0aa63da8/TKOOqpVA8eRzIgINm1ef7.jpg
sdxl,206,a garage workshop with tools on a pegboard,1024,768,https://v3b.fal.media/files/b/0aa63da8/JNBxMl8Zex_RF0_0VaMS2.jpg
sdxl,209,candid photo of children at a playground,1024,768,https://v3b.fal.media/files/b/0aa63dbb/zYpNbh-_PH3LKlom6gvR5.jpg
sdxl,212,"attendees at a street parade, event photography",1024,768,https://v3b.fal.media/files/b/0aa63da8/1FOITGzalEuGPfyTdvyfK.jpg
sdxl,215,"a quiet street scene in tokyo, cafes and awnings",1024,768,https://v3b.fal.media/files/b/0aa63da8/nO4L9su51YLfUJA7VE3Te.jpg
sdxl,218,"sushi platter on a cafe table, natural light",1024,768,https://v3b.fal.media/files/b/0aa63da8/OoKqsigLCG5IDZ9bSB6Hb.jpg
sdxl,221,"a gourmet pizza on a restaurant table, close up",1024,768,https://v3b.fal.media/files/b/0aa63da8/ffh7neQXlO66NVHCyC_tM.jpg
sdxl,224,"attendees at a wedding reception, event photography",1024,768,https://v3b.fal.media/files/b/0aa63dbb/7eHBs27C1WHHeaXUtkz4z.jpg
sdxl,233,a brewery taproom in miami,1024,768,https://v3b.fal.media/files/b/0aa63da9/42oPb_cZBip8o84I8-zES.jpg
sdxl,227,"portrait of a teenage boy in an urban street, warm tones",1024,768,https://v3b.fal.media/files/b/0aa63da9/nJe8jq8hzz-HME-z-a9l8.jpg
sdxl,230,"a crowd at a sports game, event photography",1024,768,https://v3b.fal.media/files/b/0aa63da9/SKCfSGIMwc_w50ZxjCDYc.jpg
sdxl,236,a scenic mountain range at golden hour,1024,768,https://v3b.fal.media/files/b/0aa63dbc/KpwRDzUOEoirZlPHlWFb1.jpg
sdxl,239,a woman taking a selfie at a city street at night,1024,768,https://v3b.fal.media/files/b/0aa63da9/4w0-8wP8_FWfjktt5rTjz.jpg
sdxl,242,candid photo of a toddler at a playground,1024,768,https://v3b.fal.media/files/b/0aa63da9/LRPpdB6PzrdV0imUoMUEf.jpg
